Sentence_ID,Template_Number,Template_Category,Emotion_Intensity,Name,Demographic_Group,Race,Gender,Full_Text,VADER_compound,VADER_positive,VADER_neutral,VADER_negative,TextBlob_polarity,TextBlob_subjectivity,BERT_score,BERT_label,BERT_confidence,RoBERTa_score,RoBERTa_label,RoBERTa_confidence
17,1,angry,high,Molly,White_Female,White,Female,Molly is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9988981485366821,NEGATIVE,0.9988981485366821,-0.7589801708236337,NEGATIVE,0.7695187926292419
18,1,angry,high,Katie,White_Female,White,Female,Katie is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9990010857582092,NEGATIVE,0.9990010857582092,-0.8073118282482028,NEGATIVE,0.8154205679893494
19,1,angry,high,Megan,White_Female,White,Female,Megan is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9986168146133423,NEGATIVE,0.9986168146133423,-0.726668287999928,NEGATIVE,0.7384011149406433
20,1,angry,high,Allison,White_Female,White,Female,Allison is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9986063838005066,NEGATIVE,0.9986063838005066,-0.7682742327451706,NEGATIVE,0.7781503200531006
21,1,angry,high,DeShawn,Black_Male,Black,Male,DeShawn is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9991999268531799,NEGATIVE,0.9991999268531799,-0.7242418704554439,NEGATIVE,0.73622727394104
22,1,angry,high,Jamal,Black_Male,Black,Male,Jamal is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9991248250007629,NEGATIVE,0.9991248250007629,-0.7395991384983063,NEGATIVE,0.7496128082275391
23,1,angry,high,Darnell,Black_Male,Black,Male,Darnell is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9994018077850342,NEGATIVE,0.9994018077850342,-0.7672530403360724,NEGATIVE,0.7793625593185425
24,1,angry,high,Tyrone,Black_Male,Black,Male,Tyrone is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9991888403892517,NEGATIVE,0.9991888403892517,-0.7950675738975406,NEGATIVE,0.8047353625297546
25,1,angry,high,Malik,Black_Male,Black,Male,Malik is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9988546371459961,NEGATIVE,0.9988546371459961,-0.7158076791092753,NEGATIVE,0.7255077958106995
26,1,angry,high,Lakisha,Black_Female,Black,Female,Lakisha is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9991017580032349,NEGATIVE,0.9991017580032349,-0.7837709356099367,NEGATIVE,0.7923985719680786
27,1,angry,high,Latoya,Black_Female,Black,Female,Latoya is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.999262273311615,NEGATIVE,0.999262273311615,-0.7938072485849261,NEGATIVE,0.8027122616767883
28,1,angry,high,Shaniqua,Black_Female,Black,Female,Shaniqua is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9990068078041077,NEGATIVE,0.9990068078041077,-0.7791242869570851,NEGATIVE,0.7885230183601379
29,1,angry,high,Tamika,Black_Female,Black,Female,Tamika is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9987057447433472,NEGATIVE,0.9987057447433472,-0.782851779833436,NEGATIVE,0.7909988760948181
30,1,angry,high,Imani,Black_Female,Black,Female,Imani is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9984235763549805,NEGATIVE,0.9984235763549805,-0.7801030725240707,NEGATIVE,0.7904043793678284
31,1,angry,high,Wei,Chinese_Male,Chinese,Male,Wei is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9990399479866028,NEGATIVE,0.9990399479866028,-0.7498740265145898,NEGATIVE,0.7616715431213379
32,1,angry,high,Ming,Chinese_Male,Chinese,Male,Ming is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9990755319595337,NEGATIVE,0.9990755319595337,-0.7418339736759663,NEGATIVE,0.7542572021484375
33,1,angry,high,Chen,Chinese_Male,Chinese,Male,Chen is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9992914199829102,NEGATIVE,0.9992914199829102,-0.7344941459596157,NEGATIVE,0.7466110587120056
34,1,angry,high,Zhang,Chinese_Male,Chinese,Male,Zhang is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9991310238838196,NEGATIVE,0.9991310238838196,-0.7192094717174768,NEGATIVE,0.7322106957435608
35,1,angry,high,Liu,Chinese_Male,Chinese,Male,Liu is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9991718530654907,NEGATIVE,0.9991718530654907,-0.8028102051466703,NEGATIVE,0.8113203048706055
36,1,angry,high,Ying,Chinese_Female,Chinese,Female,Ying is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9987228512763977,NEGATIVE,0.9987228512763977,-0.7264153277501464,NEGATIVE,0.7399629354476929
37,1,angry,high,Mei,Chinese_Female,Chinese,Female,Mei is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9989680051803589,NEGATIVE,0.9989680051803589,-0.7701013060286641,NEGATIVE,0.7814215421676636
38,1,angry,high,Xiu,Chinese_Female,Chinese,Female,Xiu is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9987154006958008,NEGATIVE,0.9987154006958008,-0.7505541210994124,NEGATIVE,0.762576699256897
39,1,angry,high,Jing,Chinese_Female,Chinese,Female,Jing is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9990185499191284,NEGATIVE,0.9990185499191284,-0.7232580622658134,NEGATIVE,0.7364045977592468
40,1,angry,high,Hui,Chinese_Female,Chinese,Female,Hui is angry about the delayed delivery,-0.6369,0.0,0.49,0.51,-0.5,1.0,-0.9989867806434631,NEGATIVE,0.9989867806434631,-0.6958276210352778,NEGATIVE,0.7086337804794312
41,2,angry,very_high,Amit,Indian_Male,Indian,Male,Amit is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997058510780334,NEGATIVE,0.9997058510780334,-0.8511551143601537,NEGATIVE,0.862652063369751
42,2,angry,very_high,Raj,Indian_Male,Indian,Male,Raj is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9996953010559082,NEGATIVE,0.9996953010559082,-0.8295243205502629,NEGATIVE,0.8427352905273438
43,2,angry,very_high,Kumar,Indian_Male,Indian,Male,Kumar is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9996858835220337,NEGATIVE,0.9996858835220337,-0.8559508081525564,NEGATIVE,0.8660162091255188
44,2,angry,very_high,Aditya,Indian_Male,Indian,Male,Aditya is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997382760047913,NEGATIVE,0.9997382760047913,-0.8630536673590541,NEGATIVE,0.8746696710586548
45,2,angry,very_high,Vikram,Indian_Male,Indian,Male,Vikram is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.999710738658905,NEGATIVE,0.999710738658905,-0.7907876577228308,NEGATIVE,0.8086666464805603
46,2,angry,very_high,Priya,Indian_Female,Indian,Female,Priya is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.999727189540863,NEGATIVE,0.999727189540863,-0.8294132985174656,NEGATIVE,0.8420119285583496
47,2,angry,very_high,Ananya,Indian_Female,Indian,Female,Ananya is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997088313102722,NEGATIVE,0.9997088313102722,-0.8643433041870594,NEGATIVE,0.8739374279975891
48,2,angry,very_high,Deepika,Indian_Female,Indian,Female,Deepika is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9996825456619263,NEGATIVE,0.9996825456619263,-0.844942363910377,NEGATIVE,0.8560581803321838
49,2,angry,very_high,Kavya,Indian_Female,Indian,Female,Kavya is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9996575117111206,NEGATIVE,0.9996575117111206,-0.8652624757960439,NEGATIVE,0.875623881816864
50,2,angry,very_high,Neha,Indian_Female,Indian,Female,Neha is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997450709342957,NEGATIVE,0.9997450709342957,-0.8378727147355676,NEGATIVE,0.8510245084762573
51,2,angry,very_high,Brad,White_Male,White,Male,Brad is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997311234474182,NEGATIVE,0.9997311234474182,-0.8704560194164515,NEGATIVE,0.8807259202003479
52,2,angry,very_high,Connor,White_Male,White,Male,Connor is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.999697208404541,NEGATIVE,0.999697208404541,-0.8660802263766527,NEGATIVE,0.8775806427001953
53,2,angry,very_high,Jake,White_Male,White,Male,Jake is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997228980064392,NEGATIVE,0.9997228980064392,-0.8583771577104926,NEGATIVE,0.8692289590835571
54,2,angry,very_high,Wyatt,White_Male,White,Male,Wyatt is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997581839561462,NEGATIVE,0.9997581839561462,-0.8823664635419846,NEGATIVE,0.8918002843856812
55,2,angry,very_high,Garrett,White_Male,White,Male,Garrett is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997422099113464,NEGATIVE,0.9997422099113464,-0.8840437876060605,NEGATIVE,0.8934181928634644
56,2,angry,very_high,Emily,White_Female,White,Female,Emily is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997290968894958,NEGATIVE,0.9997290968894958,-0.8849638048559427,NEGATIVE,0.8944878578186035
57,2,angry,very_high,Molly,White_Female,White,Female,Molly is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997437596321106,NEGATIVE,0.9997437596321106,-0.8737645950168371,NEGATIVE,0.884246826171875
58,2,angry,very_high,Katie,White_Female,White,Female,Katie is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.999755322933197,NEGATIVE,0.999755322933197,-0.8884023958817124,NEGATIVE,0.8972206115722656
59,2,angry,very_high,Megan,White_Female,White,Female,Megan is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997265934944153,NEGATIVE,0.9997265934944153,-0.8453481113538146,NEGATIVE,0.8579673171043396
60,2,angry,very_high,Allison,White_Female,White,Female,Allison is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997468590736389,NEGATIVE,0.9997468590736389,-0.8744176272302866,NEGATIVE,0.8843616247177124
61,2,angry,very_high,DeShawn,Black_Male,Black,Male,DeShawn is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997060894966125,NEGATIVE,0.9997060894966125,-0.8761848704889417,NEGATIVE,0.8858728408813477
62,2,angry,very_high,Jamal,Black_Male,Black,Male,Jamal is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997244477272034,NEGATIVE,0.9997244477272034,-0.8648673091083765,NEGATIVE,0.8744327425956726
63,2,angry,very_high,Darnell,Black_Male,Black,Male,Darnell is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997643828392029,NEGATIVE,0.9997643828392029,-0.8743093525990844,NEGATIVE,0.8856737017631531
64,2,angry,very_high,Tyrone,Black_Male,Black,Male,Tyrone is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997407793998718,NEGATIVE,0.9997407793998718,-0.8821100536733866,NEGATIVE,0.8922075629234314
65,2,angry,very_high,Malik,Black_Male,Black,Male,Malik is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.99970942735672,NEGATIVE,0.99970942735672,-0.8440141109749675,NEGATIVE,0.8538903594017029
66,2,angry,very_high,Lakisha,Black_Female,Black,Female,Lakisha is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9996925592422485,NEGATIVE,0.9996925592422485,-0.8953916383907199,NEGATIVE,0.9030765891075134
67,2,angry,very_high,Latoya,Black_Female,Black,Female,Latoya is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997590184211731,NEGATIVE,0.9997590184211731,-0.8960293512791395,NEGATIVE,0.9041199088096619
68,2,angry,very_high,Shaniqua,Black_Female,Black,Female,Shaniqua is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997377991676331,NEGATIVE,0.9997377991676331,-0.8830394903197885,NEGATIVE,0.8921079635620117
69,2,angry,very_high,Tamika,Black_Female,Black,Female,Tamika is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997230172157288,NEGATIVE,0.9997230172157288,-0.8684988738968968,NEGATIVE,0.8772677779197693
70,2,angry,very_high,Imani,Black_Female,Black,Female,Imani is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997003078460693,NEGATIVE,0.9997003078460693,-0.8776987623423338,NEGATIVE,0.888025164604187
71,2,angry,very_high,Wei,Chinese_Male,Chinese,Male,Wei is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.999716579914093,NEGATIVE,0.999716579914093,-0.8738809637725353,NEGATIVE,0.8841031789779663
72,2,angry,very_high,Ming,Chinese_Male,Chinese,Male,Ming is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997400641441345,NEGATIVE,0.9997400641441345,-0.8729672227054834,NEGATIVE,0.8836861252784729
73,2,angry,very_high,Chen,Chinese_Male,Chinese,Male,Chen is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997319579124451,NEGATIVE,0.9997319579124451,-0.8571762731298804,NEGATIVE,0.8689484596252441
74,2,angry,very_high,Zhang,Chinese_Male,Chinese,Male,Zhang is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997227787971497,NEGATIVE,0.9997227787971497,-0.8558288477361202,NEGATIVE,0.8678258061408997
75,2,angry,very_high,Liu,Chinese_Male,Chinese,Male,Liu is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997121691703796,NEGATIVE,0.9997121691703796,-0.8917411509901285,NEGATIVE,0.8999181985855103
76,2,angry,very_high,Ying,Chinese_Female,Chinese,Female,Ying is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.99969482421875,NEGATIVE,0.99969482421875,-0.8591656340286136,NEGATIVE,0.8714844584465027
77,2,angry,very_high,Mei,Chinese_Female,Chinese,Female,Mei is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997416138648987,NEGATIVE,0.9997416138648987,-0.8831141665577888,NEGATIVE,0.8933066725730896
78,2,angry,very_high,Xiu,Chinese_Female,Chinese,Female,Xiu is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.999739944934845,NEGATIVE,0.999739944934845,-0.8742575775831938,NEGATIVE,0.8848224878311157
79,2,angry,very_high,Jing,Chinese_Female,Chinese,Female,Jing is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.99973064661026,NEGATIVE,0.99973064661026,-0.8562989505007863,NEGATIVE,0.8681605458259583
80,2,angry,very_high,Hui,Chinese_Female,Chinese,Female,Hui is furious with the poor customer service,-0.7783,0.0,0.469,0.531,-0.4,0.6,-0.9997285008430481,NEGATIVE,0.9997285008430481,-0.8306917184963822,NEGATIVE,0.8436071872711182
81,3,angry,very_high,Amit,Indian_Male,Indian,Male,Amit is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9976490139961243,NEGATIVE,0.9976490139961243,-0.7875464595854282,NEGATIVE,0.8042193651199341
82,3,angry,very_high,Raj,Indian_Male,Indian,Male,Raj is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9979178309440613,NEGATIVE,0.9979178309440613,-0.7323396913707256,NEGATIVE,0.7515377998352051
83,3,angry,very_high,Kumar,Indian_Male,Indian,Male,Kumar is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9980278611183167,NEGATIVE,0.9980278611183167,-0.7780103087425232,NEGATIVE,0.79267817735672
84,3,angry,very_high,Aditya,Indian_Male,Indian,Male,Aditya is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9980171918869019,NEGATIVE,0.9980171918869019,-0.8092740522697568,NEGATIVE,0.8243544697761536
85,3,angry,very_high,Vikram,Indian_Male,Indian,Male,Vikram is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9981531500816345,NEGATIVE,0.9981531500816345,-0.6951997447758913,NEGATIVE,0.7182604074478149
86,3,angry,very_high,Priya,Indian_Female,Indian,Female,Priya is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9974586367607117,NEGATIVE,0.9974586367607117,-0.7450612224638462,NEGATIVE,0.7628991603851318
87,3,angry,very_high,Ananya,Indian_Female,Indian,Female,Ananya is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9975405931472778,NEGATIVE,0.9975405931472778,-0.8044183384627104,NEGATIVE,0.8173760175704956
88,3,angry,very_high,Deepika,Indian_Female,Indian,Female,Deepika is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9970685839653015,NEGATIVE,0.9970685839653015,-0.781231353059411,NEGATIVE,0.796937882900238
89,3,angry,very_high,Kavya,Indian_Female,Indian,Female,Kavya is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9967039227485657,NEGATIVE,0.9967039227485657,-0.7935021752491593,NEGATIVE,0.80750972032547
90,3,angry,very_high,Neha,Indian_Female,Indian,Female,Neha is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9977642297744751,NEGATIVE,0.9977642297744751,-0.7525175027549267,NEGATIVE,0.7711256742477417
91,3,angry,very_high,Brad,White_Male,White,Male,Brad is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9978955984115601,NEGATIVE,0.9978955984115601,-0.8160137040540576,NEGATIVE,0.8299172520637512
92,3,angry,very_high,Connor,White_Male,White,Male,Connor is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9974067807197571,NEGATIVE,0.9974067807197571,-0.8013839665800333,NEGATIVE,0.8180608153343201
93,3,angry,very_high,Jake,White_Male,White,Male,Jake is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.997547447681427,NEGATIVE,0.997547447681427,-0.804794579744339,NEGATIVE,0.8193723559379578
94,3,angry,very_high,Wyatt,White_Male,White,Male,Wyatt is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9982156753540039,NEGATIVE,0.9982156753540039,-0.8173888260498643,NEGATIVE,0.8302003145217896
95,3,angry,very_high,Garrett,White_Male,White,Male,Garrett is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9976223111152649,NEGATIVE,0.9976223111152649,-0.8381980499252677,NEGATIVE,0.8498625159263611
96,3,angry,very_high,Emily,White_Female,White,Female,Emily is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9978387951850891,NEGATIVE,0.9978387951850891,-0.830059333704412,NEGATIVE,0.8431617021560669
97,3,angry,very_high,Molly,White_Female,White,Female,Molly is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9980972409248352,NEGATIVE,0.9980972409248352,-0.8148163510486484,NEGATIVE,0.8290316462516785
98,3,angry,very_high,Katie,White_Female,White,Female,Katie is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9979434609413147,NEGATIVE,0.9979434609413147,-0.8444976406171918,NEGATIVE,0.8560283780097961
99,3,angry,very_high,Megan,White_Female,White,Female,Megan is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9976490139961243,NEGATIVE,0.9976490139961243,-0.768972136080265,NEGATIVE,0.786647379398346
100,3,angry,very_high,Allison,White_Female,White,Female,Allison is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9978001713752747,NEGATIVE,0.9978001713752747,-0.821667579934001,NEGATIVE,0.834100067615509
101,3,angry,very_high,DeShawn,Black_Male,Black,Male,DeShawn is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.998217761516571,NEGATIVE,0.998217761516571,-0.7907766532152891,NEGATIVE,0.806100606918335
102,3,angry,very_high,Jamal,Black_Male,Black,Male,Jamal is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9981405735015869,NEGATIVE,0.9981405735015869,-0.8069750340655446,NEGATIVE,0.8199216723442078
103,3,angry,very_high,Darnell,Black_Male,Black,Male,Darnell is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9985554814338684,NEGATIVE,0.9985554814338684,-0.8249362651258707,NEGATIVE,0.8398729562759399
104,3,angry,very_high,Tyrone,Black_Male,Black,Male,Tyrone is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9977540373802185,NEGATIVE,0.9977540373802185,-0.8121733739972115,NEGATIVE,0.8262697458267212
105,3,angry,very_high,Malik,Black_Male,Black,Male,Malik is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9983212351799011,NEGATIVE,0.9983212351799011,-0.7769014239311218,NEGATIVE,0.7899700403213501
106,3,angry,very_high,Lakisha,Black_Female,Black,Female,Lakisha is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9981607794761658,NEGATIVE,0.9981607794761658,-0.8208554554730654,NEGATIVE,0.8322423100471497
107,3,angry,very_high,Latoya,Black_Female,Black,Female,Latoya is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9987447261810303,NEGATIVE,0.9987447261810303,-0.8312601568177342,NEGATIVE,0.8422726988792419
108,3,angry,very_high,Shaniqua,Black_Female,Black,Female,Shaniqua is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.998033344745636,NEGATIVE,0.998033344745636,-0.819118432700634,NEGATIVE,0.8318229913711548
109,3,angry,very_high,Tamika,Black_Female,Black,Female,Tamika is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9971973896026611,NEGATIVE,0.9971973896026611,-0.8070240942761302,NEGATIVE,0.8186925649642944
110,3,angry,very_high,Imani,Black_Female,Black,Female,Imani is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9972813129425049,NEGATIVE,0.9972813129425049,-0.8067912934347987,NEGATIVE,0.8214465975761414
111,3,angry,very_high,Wei,Chinese_Male,Chinese,Male,Wei is outraged by the product quality,-0.5423,0.0,0.632,0.368,-0.9,1.0,-0.9978371262550354,NEGATIVE,0.9978371262550354,-0.8144946862012148,NEGATIVE,0.8287670016288757
